,Code,Title,Session,Details
228,ECO431H1-S,Reading Course or Thesis,LEC0101,"Activity Time Room Instructor(s) Space Availability Wait List Status / Notes
LEC0101
—
—
—
9998 of 9999 available No
Enrolment Controls: Enrol at Department (E)"
229,ECO431H1-Y,Reading Course or Thesis,LEC0101,"Activity Time
Room
1st Term
2nd Term
Instructor(s) Space Availability Wait List Status / Notes
LEC0101
—
—
—
—
9999 of 9999 available No
Enrolment Controls: Enrol at Department (E)"
230,ECO435H1-F,The Economics of Modern China,LEC0101,"Activity Time Room Instructor(s) Space Availability Wait List Status / Notes
LEC0101
Tuesday 14:00 — 17:00
BA 2165
Brandt, L.
14 of 40 available Yes: 0 student Room Change: August 2, 2019
Enrolment Controls: Priority (P)"
231,ECO439H1-S,Empirical Methods in Microeconomics,LEC0101,"Activity Time Room Instructor(s) Space Availability Wait List Status / Notes
LEC0101
Tuesday 15:00 — 17:00
Thursday 15:00 — 16:00
SS 1084
SS 1084
Blouin, A.
24 of 35 available Yes: 0 student
Enrolment Controls: Priority (P)"
232,ECO446H1-S,Advanced Public Economics,LEC0101,"Activity Time Room Instructor(s) Space Availability Wait List Status / Notes
LEC0101
Tuesday 13:00 — 15:00
BL 114
Smart, M.
0 of 35 available Yes: 0 student
Enrolment Controls: Priority (P)"
233,ECO461H1-S,The Economics of Financial Risk Management,LEC0101,"Activity Time Room Instructor(s) Space Availability Wait List Status / Notes
LEC0101
Tuesday 09:00 — 12:00
MP 134
Mazaheri, A.
0 of 80 available Yes: 8 students
Enrolment Controls: Priority (P)"
234,ECO462H1-F,Financial Econometrics,LEC0101,"Activity Time Room Instructor(s) Space Availability Wait List Status / Notes
LEC0101
Thursday 11:00 — 13:00
LM 157
Gourieroux, C.
3 of 10 available Yes: 0 student
Enrolment Controls: Priority (P)"
235,ECO464H1-F,Empirical Financial Economics,LEC5101,"Activity Time Room Instructor(s) Space Availability Wait List Status / Notes
LEC5101
Monday 17:00 — 20:00
ES B149
Cziraki, P.
36 of 50 available Yes: 0 student Room Change: July 17, 2019
Enrolment Controls: Priority (P)"
236,ECO466H1-F,Empirical Macroeconomics and Policy,LEC0101,"Activity Time Room Instructor(s) Space Availability Wait List Status / Notes
LEC0101
Tuesday 10:00 — 12:00
Thursday 10:00 — 12:00
SS 581
SS 581
Burda, M.
Ozkan, S.
8 of 25 available Yes: 0 student
Enrolment Controls: Priority (P)"
237,ECO475H1-S,Applied Econometrics II,LEC0101,"Activity Time Room Instructor(s) Space Availability Wait List Status / Notes
LEC0101
Thursday 10:00 — 12:00
Friday 11:00 — 12:00
SS 1074
SS 1074
Wan, Y.
1 of 59 available Yes: 0 student
Enrolment Controls: Priority (P)"
238,ECO499H1-Y,Honours Essay in Applied Microeconomics,LEC0101,"Activity Time
Room
1st Term
2nd Term
Instructor(s) Space Availability Wait List Status / Notes
LEC0101
Wednesday 14:00 — 17:00
OI 2199
OI 2281
Siow, A.
11 of 20 available Yes: 0 student Room Change: September 11, 2019
Enrolment Controls: Enrol at Department (E)"
